Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
3/10/2016,Apex Temple Court Hotel, United Kingdom , Comfortable bed with lovely duvets and pillows Simply furnished but totally practical Very amenable staff ,51.5137335,-0.1087512
3/9/2016,Apex Temple Court Hotel, United Kingdom , Lovely clean room good shower modern accommodation Staff were all very helpful and friendly Lovely bar area We were made to feel very welcome throughout our stay ,51.5137335,-0.1087512
3/8/2016,Apex Temple Court Hotel, United Kingdom , Staff were friendly our room was ready when we arrived at 12 30 pm They changed our room from a double to a twin In room dining was superb food was fab ,51.5137335,-0.1087512
3/8/2016,Apex Temple Court Hotel, Russia , Everything was great the service the rooms location ,51.5137335,-0.1087512
3/7/2016,Apex Temple Court Hotel, United Kingdom , Classy tasteful d cor great location courteous staff and some nice little touches in the rooms that made it feel special Nice place for a romantic getaway ,51.5137335,-0.1087512
3/6/2016,Apex Temple Court Hotel, United Kingdom , Comfortable spacious room Cleanliness overall Lovely shower ,51.5137335,-0.1087512
3/6/2016,Apex Temple Court Hotel, United Kingdom , Bed and bedding and from fittings top quality State of decoration excellent clean paintwork tiling etc in bathroom Tranquil Obliging checkin and concierge service,51.5137335,-0.1087512
3/1/2016,Apex Temple Court Hotel, United Kingdom , Hi standard of accomdation Staff were very attentive and good attention to detail with luxury extras provided Only a 10 min walk to Covent Garden Very near to the Royal Courts of Justice Somerset House and the Strand ,51.5137335,-0.1087512
3/1/2016,Apex Temple Court Hotel, Ireland , Everything,51.5137335,-0.1087512
2/29/2016,Apex Temple Court Hotel, United Kingdom , The room was spotless was in a very quiet location even though off of Fleet Street only 15 mins walk to Covent Garden Theatres Very luxurious room with huge King bed enormous pillows Beautiful ,51.5137335,-0.1087512
2/25/2016,Apex Temple Court Hotel, France , I love this place The only hotel I have found in this part of London where I am treated as an individual Amazing friendly service you feel you could ask what you want and the staff would try and help,51.5137335,-0.1087512
2/23/2016,Apex Temple Court Hotel, United Kingdom , The rooms were excellent the beds were super comfy Overall this is a really lovely hotel one i am definitely staying in again ,51.5137335,-0.1087512
2/23/2016,Apex Temple Court Hotel, United Kingdom , The location of the hotel is brilliant for all the main sights of London Rooms were spacious and clean bed comfy A taxi was booked for us no problem Decent price considering it s central London Will definitely book again,51.5137335,-0.1087512
2/23/2016,Apex Temple Court Hotel, United Kingdom , Bar and bar staff lovely Great cocktails Room huge for a London hotel and great value Facilities brilliant ,51.5137335,-0.1087512
2/23/2016,Apex Temple Court Hotel, United Kingdom , Everything Beautiful building lovely rooms great staff and a fantastic price ,51.5137335,-0.1087512
2/17/2016,Apex Temple Court Hotel, United Kingdom , Polite helpful staff immaculate rooms and fantastic location Views of houses of parliament and millennium eye from our window Would definitely stay there again ,51.5137335,-0.1087512
2/16/2016,Apex Temple Court Hotel, United Kingdom , Good standard luxuary hotel with Covent Garden Leicester Square Thames and theatres in walking distance,51.5137335,-0.1087512
2/16/2016,Apex Temple Court Hotel, United Kingdom , We got a room upgrade at a very cheap price The facilities were great location central and the staff were helpful and friendly ,51.5137335,-0.1087512
2/15/2016,Apex Temple Court Hotel, United Kingdom , Fantastic hotel with great staff and facilities Nothing was too much trouble and the room was exactly as we expected Also loved the fact we could take the rubber duck away which also helps promote the hotel Very clever marketing ,51.5137335,-0.1087512
2/15/2016,Apex Temple Court Hotel, Ireland , Everything was perfect Just what I was looking for The room was magnificent The staff were very friendly and helpful It was a nice relaxing stay The breakfast the next day was delicious Really filled us up for the day ahead ,51.5137335,-0.1087512
2/15/2016,Apex Temple Court Hotel, United Kingdom , Clean comfortable room excellent bed and pillows Excellent breakfast Very quiet in a busy city ,51.5137335,-0.1087512
2/14/2016,Apex Temple Court Hotel, United Kingdom , The room was big and spacious and the bed was soooooo comfy beautiful bathroom and shower and breakfast was amazing,51.5137335,-0.1087512
2/9/2016,Apex Temple Court Hotel, United Kingdom , Great location away from busy tourist areas but easy and quick access to West End Exmouth market where we went to eat on one night Could walk easily to Convent Garden and Soho and lots of buses to points beyond Very friendly staff excellent martinis at the bar Rooms clean spacious comfortable ,51.5137335,-0.1087512
2/7/2016,Apex Temple Court Hotel, United Kingdom , Just a one night stay to see a musical at the Aldwych Theatre The hotel is ideally situated for Theatres numerous london attractions underground stations and the Thames The staff were superb we will go again ,51.5137335,-0.1087512
2/7/2016,Apex Temple Court Hotel, United Kingdom , Beautiful building courtyard was stunning Marvellous location just a short walk from Temple tubestation along the Thames very pretty The staff were friendly and polite the receptionist asked us if we were there for a special occasion it was my boyfriends birthday They delivered handmade chocolates to our room with a happy birthday message which made the visit extra special The lobby area was also exquisite very sleek and modern with glass doors showing a contrast between the old courtyard walls and the modern interior that now sat within it The design of the space left a long lasting impression The rooms were spacious and clean plus there was complimentary tea and coffee ,51.5137335,-0.1087512
2/3/2016,Apex Temple Court Hotel, United Kingdom , Room was clean and tidy with lots of room and a comfortable bed ,51.5137335,-0.1087512
2/2/2016,Apex Temple Court Hotel, United Kingdom , From the moment we walked in to the moment we left we couldn t fault the staff hotel or facilities Best hotel we have ever stayed at in London Will definitely return,51.5137335,-0.1087512
2/2/2016,Apex Temple Court Hotel, United Kingdom , The room was lovely staff were brilliant too Very helpful offering maps and recommendations ,51.5137335,-0.1087512
2/2/2016,Apex Temple Court Hotel, United Kingdom , Great rooms friendly helpful staff ,51.5137335,-0.1087512
2/2/2016,Apex Temple Court Hotel, United Kingdom , Nothing to fault with this hotel everything was perfect from start to finish we were also upgraded to a Superior room and a surprise birthday cake in the room The staff were extremely friendly and the rooms were immaculate Will recommend to everyone and look forward to returning in the summer ,51.5137335,-0.1087512
2/2/2016,Apex Temple Court Hotel, United Kingdom , Lovely decor friendly staff good location but it is about a 10 minute walk to a tube station Brilliant facilities large bath and walk in shower ,51.5137335,-0.1087512
2/1/2016,Apex Temple Court Hotel, Finland , Breakfast was good and worth the money personnel gave us 25 discount every morning ,51.5137335,-0.1087512
1/31/2016,Apex Temple Court Hotel, United Kingdom , Everyone friendly tried hard to acknowledge my mums birthday and upgraded our rooms Excellent location and would recommend the hotel to anyone,51.5137335,-0.1087512
1/31/2016,Apex Temple Court Hotel, United Kingdom , Room was amazing and the bed was awesome ,51.5137335,-0.1087512
1/28/2016,Apex Temple Court Hotel, United Kingdom , The rooms were excellent and the staff were very helpful ,51.5137335,-0.1087512
1/27/2016,Apex Temple Court Hotel, United Kingdom , Very nice location within walking distance of all the main attractions and theatres The view from our window was the icing on the cake overlooking the London eye and the houses of Parliament The staff were extremely friendly and helpful with nothing being too much trouble ,51.5137335,-0.1087512
1/26/2016,Apex Temple Court Hotel, United Kingdom , It was an amazing weekend I had planned a birthday surprise for my partner but the staff at the APEX took it further surprising both of us at the end ,51.5137335,-0.1087512
1/26/2016,Apex Temple Court Hotel, United Kingdom , This was our fourth stay here Never regret staying here Excellent hotel nice rooms great location for Westend theatres very helpful and friendly staff quiet And bonus views over London,51.5137335,-0.1087512
